10,9114.774
100,89.97924
105,56.92261
11,8498.866
115,16.52013
12,7906.958
123,5.583792
13,7465.235
14,7052.447
15,6500.229
16,6110.163
17,5609.553
18,5238.053
19,4756.916
2,17471.753
25,2923.875
3,16030.551
35,1599.754
4,14630.192
40,1217.83
45,1032.877
5,13609.776
55,729.2485
6,12530.046
60,640.7314
65,479.3391
7,11435.152
75,358.6308
8,10677.603
85,316.9591
9,9956.822
95,190.0279
