id,PC1,PC2,cluster
4935807.0,-1.9316460414902943,-0.69116225447738022,2.0
14400797.0,-1.4218414491854814,-1.9964127990546621,2.0
545821.0,-1.4422218829481177,-1.7037262735922609,2.0
19994875.0,2.0617599797127393,-1.6120482633683226,4.0
4837168.0,-0.034356288253843313,0.80148521594170941,0.0
6027433.0,-1.9088461124497562,-1.0185955215699822,2.0
19853843.0,-1.9998946675498892,-0.84322191918034894,2.0
3459817.0,-0.18030220356091753,-1.276129593347485,5.0
16648242.0,-1.6282642961588869,-1.2963199690367391,2.0
6394558.0,-0.76356772655763983,-1.9296572297004975,2.0
19861369.0,4.2559886835940643,-2.6938782976420561,4.0
1466786.0,-0.91902198381230193,-0.54277508992813184,2.0
16570753.0,3.3204828677275553,-2.0405831476959322,4.0
15039900.0,2.997583547569211,-1.9321311145641715,4.0
18699384.0,0.44540407507612534,0.28289249855162124,0.0
20084972.0,-1.9781846014155886,-1.1550034984348905,2.0
18319419.0,-0.78157744453515177,-2.9108336740420353,2.0
9765736.0,1.5795794562401524,-1.5526919777389203,5.0
13221338.0,-1.9734872928548248,-1.2224622649011507,2.0
1682398.0,-1.4190187047646234,-2.0369506632842231,2.0
18049556.0,1.5046488367593824,-1.8113220012076972,5.0
14002068.0,6.3584213356246808,-1.2997317985489467,3.0
16935757.0,-0.56170293050112063,-1.9225347314757883,2.0
1343675.0,-1.4957682604004459,-2.0669271785388177,2.0
13018118.0,-1.4253290101072944,-1.9463274034035019,2.0
6064215.0,-1.2897036480609965,-1.6296867273475384,2.0
15338449.0,-1.4131007499337456,-2.1219393174741352,2.0
14498032.0,0.30601511348522481,-1.2645437409417217,5.0
13056092.0,1.200598510153325,-1.3041908278076548,5.0
18438825.0,-0.59458024525063069,-0.95994643060650953,2.0
16381256.0,-1.4190187047646234,-2.0369506632842231,2.0
6060344.0,0.16282120432991914,-1.7826509817688128,5.0
12283099.0,0.27619094219278989,1.1451351446923688,0.0
12805550.0,0.56201797009297982,-2.5240060970714735,5.0
4801687.0,3.7986705413219517,-2.8917782884012833,4.0
10762221.0,-0.90497036559650923,-0.38938446656315179,2.0
6345420.0,-1.7026692267405208,-0.22777938433465297,2.0
13021571.0,-1.0505589402384639,0.21405863463849598,6.0
1436888.0,-1.3350092428905842,-0.97904615271022499,2.0
6793048.0,-1.9761560364550508,-0.051947411147255776,6.0
12230169.0,-1.5019681592370557,-0.84570086451657844,2.0
13651299.0,0.25663275527248852,0.49469511390477816,0.0
14370718.0,-0.73126661885526834,-1.7517819142065774,2.0
13969908.0,-1.1106581537460976,-1.9366092098006575,2.0
8279091.0,-1.8126207094378426,-1.2683146283680728,2.0
715666.0,-0.75533926276049213,-2.047827456435102,2.0
18853779.0,-1.4032251732667718,-1.1315753651218272,2.0
8748436.0,0.48216999530992799,-1.176426647111797,5.0
17399521.0,-1.5710123851614819,-0.98633479791235823,2.0
17167303.0,-0.35160190302524436,0.63541745669380123,0.0
7234782.0,0.11117056157877434,0.11845220597098538,0.0
14272446.0,1.1942033124321167,-1.183535611879081,5.0
6685886.0,-0.47221138072178703,0.74488783163380912,0.0
19117212.0,-0.15803122048538662,-0.54425431589743434,5.0
10826453.0,-0.65259890476496885,-1.7493523658058663,2.0
11434259.0,-1.6043745044221933,-1.6394049209503827,2.0
15733428.0,-1.1893258678363967,-1.9390387582013686,2.0
6985664.0,-1.1893258678363967,-1.9390387582013686,2.0
17442664.0,-0.68582526128717491,-1.7114085535527317,2.0
12526694.0,-0.037908156441317543,-0.18645214462840418,5.0
13919825.0,-1.7638915252789917,-0.83593327397821571,2.0
9445419.0,-0.90393828311432334,-0.75939442197099749,2.0
14146650.0,-1.8960293264034764,-1.2026593456853394,2.0
12359088.0,-2.0732206340665305,0.20982349760924626,6.0
10006592.0,-0.06127687150846594,-1.8532819672381775,5.0
6726873.0,-2.090669336676513,0.46040698372253996,6.0
18718381.0,2.2752555889106985,-0.50452493648997221,4.0
14384763.0,-0.14066273096232204,-2.5015403852715168,5.0
19846618.0,-1.5693136195246986,-2.1429196498222511,2.0
15319648.0,-1.2616832765840249,-2.032091566482801,2.0
19170073.0,-1.4535673542075298,-1.5407922260972233,2.0
9894093.0,-0.074494402192036652,-1.5702206519519937,5.0
9658816.0,-1.2011599102142643,-2.5460888239530508,2.0
3385639.0,-0.42469202273291345,-0.4936034705276931,2.0
6828644.0,-1.0285028787339854,-1.9842650570511067,2.0
18150152.0,-1.9699561376184409,-1.273173725169495,2.0
15882932.0,-1.1006423150684317,-2.0804482004865359,2.0
15307037.0,-1.7339529953475434,-1.2658850799673618,2.0
13441118.0,-0.47060693633074352,-1.6081574568431118,2.0
18992223.0,-1.574435974490745,-2.0693567269395285,2.0
13995838.0,-1.8301783983594571,-1.0161659731692712,2.0
15654926.0,-0.055816658976360276,-1.9316969142859748,5.0
12079757.0,0.25873431244204137,-1.9202570346890717,5.0
155560.0,1.4817097803271075,-0.14717059753965264,5.0
